Application mode,Course,Daytime/evening attendance,Mother's qualification,Displaced,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,Curricular units 1st sem (approved),Curricular units 2nd sem (approved),Unemployment rate,Inflation rate,GDP,Target
12,8,1,13,0,0,1,1,0,24,6,3,16.2,0.3,-0.92,Enrolled
12,6,1,23,1,1,0,1,0,25,0,0,8.9,1.4,3.51,Enrolled
12,11,1,3,0,0,1,1,0,28,6,5,13.9,-0.3,0.79,Graduate
12,17,0,22,0,0,1,1,0,37,4,3,7.6,2.6,0.32,Enrolled
14,7,1,1,0,0,1,1,0,19,5,2,13.9,-0.3,0.79,Enrolled
8,12,1,23,1,0,1,1,1,18,7,8,11.1,0.6,2.02,Graduate
8,10,1,22,1,0,1,1,0,21,6,6,8.9,1.4,3.51,Graduate
8,12,1,1,0,0,1,1,1,19,6,6,15.5,2.8,-4.06,Enrolled
14,12,1,13,0,0,1,1,1,21,0,0,9.4,-0.8,-3.12,Enrolled
15,7,1,22,1,1,0,1,0,23,0,0,13.9,-0.3,0.79,Dropout
1,8,1,1,1,0,1,1,0,18,5,4,10.8,1.4,1.74,Graduate
15,10,1,1,0,0,1,1,0,22,6,2,13.9,-0.3,0.79,Dropout
7,2,1,13,1,0,1,1,0,25,10,7,12.4,0.5,1.79,Dropout
4,6,1,5,0,1,1,1,0,27,8,5,11.1,0.6,2.02,Dropout
12,7,1,19,0,0,0,1,0,49,0,0,10.8,1.4,1.74,Dropout
12,17,0,13,0,0,0,1,0,31,2,0,12.7,3.7,-1.7,Dropout
12,11,1,22,0,0,1,1,0,54,6,5,16.2,0.3,-0.92,Dropout
4,1,1,23,1,1,0,1,0,25,21,12,11.1,0.6,2.02,Dropout
15,4,1,5,0,0,1,1,0,20,3,2,15.5,2.8,-4.06,Enrolled
4,5,1,4,0,0,1,1,0,28,2,3,12.7,3.7,-1.7,Dropout
12,3,0,22,0,0,1,1,0,41,7,6,12.7,3.7,-1.7,Graduate
14,9,1,1,0,0,1,1,0,22,0,2,15.5,2.8,-4.06,Dropout
1,11,1,2,0,0,1,1,0,34,2,0,15.5,2.8,-4.06,Dropout
12,4,1,23,0,1,0,1,0,28,11,10,11.1,0.6,2.02,Dropout
1,16,1,22,1,0,1,1,0,42,5,5,7.6,2.6,0.32,Enrolled
9,6,1,1,0,0,0,1,0,21,5,4,11.1,0.6,2.02,Enrolled
4,4,1,24,0,0,1,1,0,50,2,1,15.5,2.8,-4.06,Dropout
1,9,1,3,1,0,1,1,0,19,0,0,12.4,0.5,1.79,Dropout
14,12,1,3,0,0,1,1,0,18,4,3,16.2,0.3,-0.92,Dropout
12,17,0,22,0,0,1,1,0,59,0,0,16.2,0.3,-0.92,Dropout
4,17,0,19,1,0,0,1,0,33,0,0,7.6,2.6,0.32,Dropout
8,5,1,22,1,0,1,1,1,23,6,5,9.4,-0.8,-3.12,Graduate
12,17,0,22,0,0,1,1,0,44,3,5,13.9,-0.3,0.79,Dropout
1,3,0,19,1,0,1,1,0,37,0,0,9.4,-0.8,-3.12,Dropout
12,2,1,22,0,0,1,1,0,36,0,0,10.8,1.4,1.74,Dropout
1,17,0,1,0,0,0,1,0,22,3,2,7.6,2.6,0.32,Dropout
12,3,0,22,0,0,1,1,0,49,6,6,12.4,0.5,1.79,Graduate
16,15,1,1,1,0,1,1,0,23,6,4,11.1,0.6,2.02,Graduate
1,5,1,1,1,0,1,1,0,19,5,3,7.6,2.6,0.32,Enrolled
15,4,1,1,0,0,1,1,0,21,4,4,15.5,2.8,-4.06,Enrolled
1,11,1,23,0,1,0,1,0,21,5,5,8.9,1.4,3.51,Dropout
1,5,1,13,0,0,1,1,0,20,6,4,13.9,-0.3,0.79,Enrolled
13,9,1,22,0,0,0,1,0,49,0,0,10.8,1.4,1.74,Dropout
12,17,0,13,0,0,1,1,0,40,5,5,15.5,2.8,-4.06,Graduate
8,11,1,1,0,0,1,1,1,22,6,6,11.1,0.6,2.02,Graduate
13,7,1,1,0,0,1,1,0,19,4,2,15.5,2.8,-4.06,Enrolled
12,17,0,3,0,0,1,1,0,31,0,0,13.9,-0.3,0.79,Dropout
1,10,1,22,0,0,1,1,0,19,5,5,7.6,2.6,0.32,Graduate
9,9,1,19,0,0,1,1,0,22,3,3,9.4,-0.8,-3.12,Dropout
1,15,1,13,0,0,1,1,0,19,6,6,15.5,2.8,-4.06,Graduate
8,2,1,1,0,0,0,1,0,21,0,0,7.6,2.6,0.32,Dropout
8,14,1,1,0,0,1,1,0,19,6,6,11.1,0.6,2.02,Graduate
14,9,1,1,1,0,1,1,0,22,0,1,16.2,0.3,-0.92,Dropout
1,10,1,4,0,0,1,1,0,22,5,5,10.8,1.4,1.74,Graduate
1,10,1,1,0,0,1,1,0,19,4,6,9.4,-0.8,-3.12,Graduate
15,7,1,5,0,0,1,1,0,23,3,1,12.4,0.5,1.79,Enrolled
9,7,1,3,1,0,1,1,0,19,5,5,12.4,0.5,1.79,Enrolled
8,9,1,1,0,0,1,1,0,20,0,0,11.1,0.6,2.02,Dropout
1,5,1,22,1,0,1,1,1,22,6,6,7.6,2.6,0.32,Enrolled
14,17,0,3,0,0,1,1,0,39,0,0,10.8,1.4,1.74,Dropout
1,12,1,13,0,0,1,1,0,18,0,0,10.8,1.4,1.74,Dropout
8,7,1,1,0,0,1,1,1,18,5,5,8.9,1.4,3.51,Graduate
1,10,1,13,0,0,1,1,1,19,6,6,13.9,-0.3,0.79,Graduate
1,12,1,1,0,0,1,1,0,18,6,8,12.4,0.5,1.79,Graduate
1,9,1,19,1,0,1,1,1,18,4,0,7.6,2.6,0.32,Dropout
15,8,1,22,1,0,1,1,0,22,4,5,10.8,1.4,1.74,Graduate
1,10,1,1,0,0,1,1,0,19,6,6,12.4,0.5,1.79,Graduate
1,8,1,13,1,0,1,1,0,18,5,5,12.7,3.7,-1.7,Dropout
12,7,1,1,0,1,0,1,0,31,2,2,16.2,0.3,-0.92,Dropout
12,17,0,3,0,0,1,1,0,28,0,0,12.7,3.7,-1.7,Dropout
8,11,1,1,0,0,1,1,0,20,6,6,16.2,0.3,-0.92,Graduate
12,10,1,13,0,0,1,1,0,50,4,0,8.9,1.4,3.51,Dropout
14,5,1,1,0,0,1,1,0,38,5,4,13.9,-0.3,0.79,Enrolled
12,17,0,22,1,0,1,1,0,31,1,1,9.4,-0.8,-3.12,Dropout
12,12,1,1,1,0,1,1,0,27,7,7,7.6,2.6,0.32,Enrolled
9,10,1,1,1,0,1,1,0,21,6,6,12.7,3.7,-1.7,Graduate
12,7,1,22,0,0,1,1,0,34,1,0,8.9,1.4,3.51,Dropout
16,7,1,2,1,0,1,1,0,19,0,1,7.6,2.6,0.32,Enrolled
12,17,0,22,1,0,0,1,0,40,2,3,9.4,-0.8,-3.12,Dropout
1,2,1,23,1,0,1,1,1,18,0,0,12.7,3.7,-1.7,Graduate
12,5,1,22,0,1,0,1,1,46,0,0,15.5,2.8,-4.06,Dropout
14,3,0,19,0,0,1,1,0,37,0,0,7.6,2.6,0.32,Dropout
12,4,1,13,1,0,1,1,0,31,0,0,16.2,0.3,-0.92,Dropout
12,4,1,1,0,0,1,1,0,34,5,5,12.4,0.5,1.79,Graduate
1,2,1,8,1,0,1,1,1,18,0,0,9.4,-0.8,-3.12,Dropout
1,14,1,23,0,0,1,1,1,18,6,6,12.4,0.5,1.79,Graduate
8,5,1,1,1,0,1,1,1,19,6,6,11.1,0.6,2.02,Graduate
12,8,1,1,0,0,1,1,0,25,0,0,12.4,0.5,1.79,Dropout
8,7,1,23,1,1,1,1,0,20,4,3,11.1,0.6,2.02,Dropout
8,7,1,13,0,0,1,1,0,20,5,5,11.1,0.6,2.02,Enrolled
12,4,1,22,1,0,0,1,0,43,0,0,15.5,2.8,-4.06,Dropout
8,7,1,22,1,0,1,1,0,18,4,3,7.6,2.6,0.32,Enrolled
14,4,1,2,0,0,1,1,0,35,18,12,15.5,2.8,-4.06,Graduate
8,17,0,22,0,0,1,1,0,23,4,5,7.6,2.6,0.32,Graduate
8,12,1,3,0,0,1,1,0,19,7,8,12.4,0.5,1.79,Graduate
17,6,1,1,1,0,1,1,1,21,9,7,8.9,1.4,3.51,Graduate
14,14,1,3,0,0,1,1,0,19,4,4,13.9,-0.3,0.79,Enrolled
9,7,1,1,1,0,1,1,0,20,5,5,12.4,0.5,1.79,Graduate
12,14,1,13,0,0,1,1,1,30,0,0,12.4,0.5,1.79,Dropout
12,11,1,22,1,0,1,1,0,44,6,6,12.4,0.5,1.79,Graduate
9,12,1,13,0,0,1,1,0,19,7,7,12.7,3.7,-1.7,Graduate
15,8,1,2,1,0,1,1,0,22,12,10,16.2,0.3,-0.92,Graduate
8,14,1,22,1,0,1,1,1,21,4,5,12.7,3.7,-1.7,Graduate
1,6,1,22,0,0,1,1,0,18,0,0,7.6,2.6,0.32,Dropout
8,14,1,3,1,0,1,1,0,18,6,6,11.1,0.6,2.02,Graduate
1,2,1,1,0,0,1,1,0,19,0,0,7.6,2.6,0.32,Graduate
15,4,1,1,1,0,1,1,0,21,4,4,16.2,0.3,-0.92,Dropout
12,4,1,3,0,0,1,1,0,31,6,6,16.2,0.3,-0.92,Graduate
8,11,1,1,1,0,1,1,0,21,4,2,9.4,-0.8,-3.12,Dropout
12,7,1,13,0,1,1,1,0,24,1,1,8.9,1.4,3.51,Enrolled
13,15,1,13,0,0,1,1,0,27,0,0,9.4,-0.8,-3.12,Dropout
1,9,1,13,1,0,1,1,0,20,3,5,12.4,0.5,1.79,Graduate
15,7,1,1,1,0,1,1,0,22,0,2,10.8,1.4,1.74,Enrolled
1,4,1,13,0,0,1,1,1,19,4,4,15.5,2.8,-4.06,Enrolled
9,15,1,1,1,0,1,1,0,19,6,6,8.9,1.4,3.51,Graduate
1,2,1,1,1,1,1,1,0,23,13,11,11.1,0.6,2.02,Enrolled
8,8,1,10,1,0,1,1,0,18,6,6,12.4,0.5,1.79,Graduate
1,15,1,3,1,0,0,1,0,29,6,5,11.1,0.6,2.02,Enrolled
12,8,1,1,1,0,1,1,0,29,1,3,10.8,1.4,1.74,Dropout
15,4,1,1,0,0,1,1,0,20,6,5,16.2,0.3,-0.92,Enrolled
1,2,1,13,1,0,1,1,1,19,0,0,9.4,-0.8,-3.12,Graduate
8,2,1,3,1,0,1,1,0,22,0,0,10.8,1.4,1.74,Enrolled
1,14,1,3,1,0,1,1,0,20,5,6,11.1,0.6,2.02,Enrolled
12,8,1,13,1,0,1,1,0,24,4,3,9.4,-0.8,-3.12,Enrolled
1,14,1,22,0,0,0,1,0,21,4,5,12.7,3.7,-1.7,Dropout
12,9,1,22,0,0,1,1,1,25,4,4,12.7,3.7,-1.7,Graduate
12,9,1,22,0,0,0,1,0,32,0,0,9.4,-0.8,-3.12,Dropout
14,17,0,3,0,0,0,1,0,26,8,3,7.6,2.6,0.32,Dropout
1,8,1,2,1,0,1,1,1,18,6,6,12.4,0.5,1.79,Graduate
8,11,1,1,0,0,1,1,1,19,5,6,16.2,0.3,-0.92,Graduate
1,5,1,13,1,0,1,1,1,19,6,6,12.4,0.5,1.79,Graduate
17,4,1,13,0,1,1,1,0,21,10,9,8.9,1.4,3.51,Enrolled
8,7,1,13,0,0,1,1,0,20,4,0,13.9,-0.3,0.79,Enrolled
15,5,1,13,1,0,1,1,0,21,6,6,12.4,0.5,1.79,Graduate
1,15,1,22,1,0,1,1,0,22,5,3,9.4,-0.8,-3.12,Enrolled
12,10,1,13,0,0,1,1,0,28,0,0,13.9,-0.3,0.79,Dropout
12,4,1,1,0,1,0,1,0,25,6,4,15.5,2.8,-4.06,Dropout
14,4,1,22,0,0,1,1,0,25,8,10,15.5,2.8,-4.06,Dropout
1,9,1,23,0,0,1,1,0,18,2,3,8.9,1.4,3.51,Enrolled
1,11,1,4,0,0,1,1,0,26,0,0,10.8,1.4,1.74,Dropout
8,9,1,22,1,0,1,1,1,18,5,5,13.9,-0.3,0.79,Graduate
14,15,1,13,1,0,1,1,0,22,3,3,15.5,2.8,-4.06,Enrolled
12,4,1,1,0,0,1,1,0,25,0,0,16.2,0.3,-0.92,Dropout
1,15,1,3,1,0,1,1,0,19,5,5,8.9,1.4,3.51,Enrolled
8,12,1,1,0,0,1,1,0,19,7,8,16.2,0.3,-0.92,Graduate
12,3,0,1,0,0,1,1,0,45,4,4,10.8,1.4,1.74,Dropout
12,17,0,22,0,0,1,1,0,52,5,5,7.6,2.6,0.32,Graduate
1,9,1,13,1,0,0,1,0,20,3,3,9.4,-0.8,-3.12,Dropout
1,12,1,23,1,0,1,1,0,19,7,7,10.8,1.4,1.74,Graduate
1,12,1,1,0,1,0,1,0,21,4,4,12.4,0.5,1.79,Dropout
12,3,0,22,0,0,0,1,0,35,6,6,9.4,-0.8,-3.12,Graduate
12,2,1,22,1,0,1,1,0,36,0,0,7.6,2.6,0.32,Graduate
9,17,0,28,0,0,1,1,0,22,0,0,8.9,1.4,3.51,Dropout
12,17,0,22,1,0,1,1,0,41,4,3,7.6,2.6,0.32,Dropout
4,7,1,19,0,0,1,1,0,26,0,0,10.8,1.4,1.74,Dropout
12,3,0,19,0,0,0,0,0,51,4,0,10.8,1.4,1.74,Dropout
12,17,0,22,0,0,1,0,0,43,3,4,9.4,-0.8,-3.12,Enrolled
12,3,0,19,1,0,1,0,0,41,5,3,7.6,2.6,0.32,Graduate
14,9,1,19,1,0,1,1,0,23,8,10,7.6,2.6,0.32,Graduate
14,10,1,19,1,0,1,1,0,22,0,0,9.4,-0.8,-3.12,Dropout
8,5,1,22,1,0,1,1,1,25,4,4,12.7,3.7,-1.7,Dropout
14,17,0,22,1,0,1,1,0,25,15,14,9.4,-0.8,-3.12,Graduate
17,2,1,1,1,0,0,1,1,22,11,11,8.9,1.4,3.51,Graduate
12,4,1,1,0,0,1,1,0,24,7,5,8.9,1.4,3.51,Enrolled
12,6,1,23,0,0,1,1,0,47,0,0,16.2,0.3,-0.92,Dropout
12,17,0,22,1,0,1,1,0,41,0,0,7.6,2.6,0.32,Dropout
12,4,1,22,1,0,1,1,0,43,6,5,13.9,-0.3,0.79,Graduate
12,4,1,1,0,0,1,1,0,29,0,0,16.2,0.3,-0.92,Dropout
12,7,1,22,0,0,1,1,0,30,0,0,7.6,2.6,0.32,Dropout
12,9,1,13,0,0,0,1,0,26,0,0,12.7,3.7,-1.7,Dropout
12,17,0,13,0,0,0,1,0,27,0,0,15.5,2.8,-4.06,Dropout
12,14,1,22,0,0,1,1,1,36,5,5,9.4,-0.8,-3.12,Graduate
12,4,1,1,0,0,1,1,0,29,6,6,15.5,2.8,-4.06,Dropout
13,7,1,19,1,0,1,1,0,35,7,5,9.4,-0.8,-3.12,Dropout
1,17,0,23,0,0,1,1,1,24,5,5,8.9,1.4,3.51,Graduate
1,15,1,23,1,0,1,1,1,18,6,6,10.8,1.4,1.74,Dropout
8,7,1,23,1,0,1,1,0,18,4,3,7.6,2.6,0.32,Enrolled
14,6,1,22,0,0,1,1,0,21,0,3,9.4,-0.8,-3.12,Enrolled
13,7,1,23,1,0,1,1,0,21,5,5,9.4,-0.8,-3.12,Graduate
12,4,1,1,0,0,1,1,0,32,13,12,15.5,2.8,-4.06,Graduate
4,4,1,1,1,0,0,1,0,32,11,10,15.5,2.8,-4.06,Dropout
14,14,1,19,0,0,1,1,0,35,1,0,9.4,-0.8,-3.12,Dropout
9,9,1,1,1,0,0,1,0,23,0,0,8.9,1.4,3.51,Dropout
12,3,0,22,0,0,1,1,0,39,5,3,7.6,2.6,0.32,Enrolled
14,14,1,19,0,0,1,1,0,35,0,1,9.4,-0.8,-3.12,Dropout
12,4,1,3,0,0,1,1,0,32,6,12,16.2,0.3,-0.92,Graduate
1,16,1,19,0,0,1,1,0,20,0,0,7.6,2.6,0.32,Dropout
12,12,1,22,0,0,1,1,0,34,6,4,16.2,0.3,-0.92,Enrolled
4,17,0,22,1,0,1,1,0,44,7,5,8.9,1.4,3.51,Dropout
12,11,1,22,0,0,1,1,0,53,2,3,16.2,0.3,-0.92,Graduate
12,7,1,22,0,1,0,1,0,28,0,0,12.4,0.5,1.79,Dropout
4,17,0,22,0,0,1,1,0,31,9,5,12.7,3.7,-1.7,Dropout
1,2,1,1,0,1,0,1,0,18,0,0,9.4,-0.8,-3.12,Enrolled
6,2,1,1,0,0,1,1,0,21,12,11,8.9,1.4,3.51,Enrolled
9,7,1,3,0,0,1,1,1,18,0,0,9.4,-0.8,-3.12,Dropout
15,4,1,13,1,0,1,1,0,20,6,6,16.2,0.3,-0.92,Graduate
12,5,1,22,0,0,1,1,0,55,6,6,11.1,0.6,2.02,Graduate
1,9,1,13,0,0,1,1,0,27,3,1,7.6,2.6,0.32,Enrolled
1,9,1,13,0,0,1,1,0,18,5,5,12.4,0.5,1.79,Graduate
12,15,1,22,0,0,1,1,0,43,4,0,15.5,2.8,-4.06,Dropout
9,11,1,13,1,0,1,1,0,18,0,0,13.9,-0.3,0.79,Dropout
1,2,1,3,1,0,1,1,0,18,0,0,9.4,-0.8,-3.12,Dropout
12,17,0,22,0,1,0,1,0,29,4,4,10.8,1.4,1.74,Dropout
12,8,1,22,1,1,1,1,0,44,5,0,13.9,-0.3,0.79,Dropout
1,7,1,22,1,0,1,1,0,18,4,1,10.8,1.4,1.74,Enrolled
15,4,1,22,0,0,1,1,1,20,5,6,15.5,2.8,-4.06,Enrolled
14,5,1,23,1,0,1,1,0,20,4,3,12.4,0.5,1.79,Dropout
12,9,1,22,1,0,1,1,0,36,0,0,10.8,1.4,1.74,Dropout
15,8,1,5,1,0,1,1,0,19,5,2,13.9,-0.3,0.79,Enrolled
12,6,1,22,0,0,0,1,0,29,0,0,12.7,3.7,-1.7,Dropout
1,14,1,1,1,0,1,1,0,18,4,3,10.8,1.4,1.74,Dropout
12,4,1,1,0,0,0,1,0,24,0,0,13.9,-0.3,0.79,Dropout
1,15,1,3,0,0,1,1,0,20,6,6,15.5,2.8,-4.06,Graduate
12,3,0,13,0,1,0,1,0,45,0,0,16.2,0.3,-0.92,Dropout
14,12,1,23,1,0,1,1,1,28,20,20,7.6,2.6,0.32,Graduate
1,11,1,13,1,0,1,1,0,23,6,5,7.6,2.6,0.32,Enrolled
1,12,1,1,1,0,1,1,0,18,7,7,12.4,0.5,1.79,Graduate
1,9,1,13,1,0,1,1,0,23,3,3,9.4,-0.8,-3.12,Dropout
14,2,1,3,1,0,1,1,0,22,0,0,7.6,2.6,0.32,Enrolled
1,5,1,13,0,0,1,1,1,22,6,5,12.4,0.5,1.79,Graduate
12,17,0,22,0,0,1,1,0,33,5,5,10.8,1.4,1.74,Graduate
17,4,1,1,0,0,1,1,0,21,10,11,8.9,1.4,3.51,Graduate
12,9,1,22,0,0,1,1,0,45,5,5,15.5,2.8,-4.06,Graduate
12,4,1,22,0,0,0,1,0,44,4,1,15.5,2.8,-4.06,Dropout
12,14,1,13,0,0,1,1,0,42,0,0,12.7,3.7,-1.7,Dropout
9,9,1,13,1,0,1,1,0,20,0,0,12.4,0.5,1.79,Dropout
8,9,1,13,1,0,1,1,0,20,3,2,9.4,-0.8,-3.12,Enrolled
1,11,1,1,1,0,1,1,1,20,6,6,8.9,1.4,3.51,Graduate
8,15,1,1,1,0,1,1,0,20,3,4,9.4,-0.8,-3.12,Enrolled
1,9,1,1,0,0,1,1,0,19,5,2,8.9,1.4,3.51,Enrolled
16,3,0,1,0,1,0,1,0,26,4,7,12.4,0.5,1.79,Dropout
12,4,1,22,0,0,1,1,0,31,6,5,13.9,-0.3,0.79,Graduate
12,15,1,22,1,0,1,1,0,28,6,6,7.6,2.6,0.32,Graduate
1,2,1,13,1,0,1,1,1,20,0,0,10.8,1.4,1.74,Graduate
1,3,0,22,1,0,1,0,0,43,6,6,9.4,-0.8,-3.12,Graduate
12,2,1,1,0,0,1,1,1,25,0,0,15.5,2.8,-4.06,Dropout
15,6,1,5,0,0,1,0,0,20,6,5,12.4,0.5,1.79,Graduate
16,1,1,13,0,0,1,0,0,26,20,14,8.9,1.4,3.51,Graduate
12,12,1,3,0,0,1,0,1,34,6,7,12.4,0.5,1.79,Graduate
9,16,1,23,1,0,1,0,0,19,0,0,10.8,1.4,1.74,Dropout
1,12,1,13,1,0,1,0,1,18,7,7,12.7,3.7,-1.7,Graduate
1,13,1,13,1,0,1,0,0,18,7,8,12.7,3.7,-1.7,Graduate
8,2,1,13,0,0,1,1,1,23,0,0,9.4,-0.8,-3.12,Graduate
14,5,1,13,0,0,1,1,0,26,14,13,15.5,2.8,-4.06,Graduate
5,15,1,13,1,0,0,0,0,18,5,0,10.8,1.4,1.74,Dropout
6,12,1,3,1,0,1,0,0,18,4,5,12.4,0.5,1.79,Enrolled
5,6,1,13,0,0,1,0,0,18,6,6,12.4,0.5,1.79,Graduate
8,7,1,1,1,0,1,1,0,20,4,1,8.9,1.4,3.51,Enrolled
8,5,1,1,0,0,1,0,1,22,6,4,9.4,-0.8,-3.12,Graduate
1,12,1,13,1,0,1,0,1,18,7,7,12.7,3.7,-1.7,Graduate
8,11,1,13,0,0,1,0,1,18,6,6,13.9,-0.3,0.79,Graduate
1,11,1,23,1,0,1,0,1,18,6,6,12.4,0.5,1.79,Graduate
1,11,1,4,1,0,1,0,0,18,6,6,8.9,1.4,3.51,Graduate
8,12,1,1,1,0,1,0,1,19,7,7,11.1,0.6,2.02,Graduate
8,16,1,13,0,0,1,0,0,20,0,0,15.5,2.8,-4.06,Dropout
8,10,1,1,1,0,1,0,1,19,6,0,15.5,2.8,-4.06,Dropout
1,6,1,3,1,0,1,0,0,18,6,3,15.5,2.8,-4.06,Graduate
1,5,1,1,1,0,1,0,1,18,6,6,12.4,0.5,1.79,Dropout
8,12,1,13,1,0,1,0,1,18,7,8,11.1,0.6,2.02,Graduate
8,15,1,3,1,0,1,0,0,18,6,6,12.4,0.5,1.79,Graduate
8,9,1,13,0,0,1,0,1,18,5,4,10.8,1.4,1.74,Graduate
8,15,1,1,1,1,1,0,0,18,6,6,16.2,0.3,-0.92,Graduate
15,4,1,22,0,0,1,0,1,20,6,6,16.2,0.3,-0.92,Graduate
7,10,1,23,1,0,1,0,1,19,3,6,9.4,-0.8,-3.12,Graduate
8,8,1,2,1,0,1,0,1,18,6,6,8.9,1.4,3.51,Enrolled
1,10,1,23,1,0,1,0,1,19,6,6,12.4,0.5,1.79,Graduate
8,16,1,3,1,0,1,0,0,19,5,4,12.7,3.7,-1.7,Enrolled
14,8,1,3,0,0,1,0,0,19,5,5,9.4,-0.8,-3.12,Enrolled
1,14,1,13,0,0,1,0,0,19,6,6,12.4,0.5,1.79,Graduate
6,14,1,27,0,1,1,0,0,20,6,5,8.9,1.4,3.51,Graduate
9,8,1,23,1,0,1,0,1,18,4,5,10.8,1.4,1.74,Graduate
4,9,1,1,0,0,1,0,0,33,2,0,12.4,0.5,1.79,Dropout
1,16,1,13,0,0,1,0,1,19,6,0,13.9,-0.3,0.79,Dropout
8,13,1,1,0,0,1,0,1,18,7,8,15.5,2.8,-4.06,Graduate
8,5,1,13,0,0,1,0,0,19,0,0,8.9,1.4,3.51,Dropout
15,4,1,23,0,0,1,0,0,19,3,4,15.5,2.8,-4.06,Enrolled
1,15,1,3,1,0,1,0,0,18,6,6,12.4,0.5,1.79,Graduate
1,10,1,13,1,0,1,0,0,20,6,6,10.8,1.4,1.74,Graduate
1,12,1,13,1,0,1,0,0,19,8,8,9.4,-0.8,-3.12,Graduate
1,15,1,13,1,0,1,1,1,18,6,6,9.4,-0.8,-3.12,Graduate
8,11,1,1,1,1,1,1,1,19,2,0,13.9,-0.3,0.79,Dropout
14,3,0,22,1,0,1,0,0,25,15,11,13.9,-0.3,0.79,Graduate
8,5,1,3,1,0,1,0,1,20,6,6,12.7,3.7,-1.7,Enrolled
1,3,0,23,0,0,1,0,0,19,6,6,12.7,3.7,-1.7,Graduate
8,17,0,19,1,1,1,1,0,33,2,0,7.6,2.6,0.32,Dropout
9,7,1,13,1,1,1,1,0,18,3,3,8.9,1.4,3.51,Enrolled
6,9,1,1,0,0,1,0,0,19,4,5,11.1,0.6,2.02,Graduate
1,2,1,3,1,0,1,0,0,18,0,0,12.4,0.5,1.79,Enrolled
14,9,1,23,0,0,1,0,0,19,5,2,13.9,-0.3,0.79,Enrolled
1,15,1,13,1,0,1,0,0,18,6,6,11.1,0.6,2.02,Dropout
8,16,1,3,1,0,1,0,0,18,6,5,7.6,2.6,0.32,Graduate
1,12,1,13,1,0,1,0,0,18,8,8,9.4,-0.8,-3.12,Graduate
12,12,1,23,0,0,1,0,0,37,2,0,16.2,0.3,-0.92,Dropout
1,10,1,23,0,0,1,0,0,20,1,0,9.4,-0.8,-3.12,Enrolled
1,11,1,22,1,0,1,0,1,20,6,6,10.8,1.4,1.74,Graduate
6,10,1,13,0,0,1,1,0,21,6,6,11.1,0.6,2.02,Graduate
8,12,1,23,0,0,1,0,1,18,7,8,12.4,0.5,1.79,Graduate
12,3,0,13,0,0,1,0,0,26,3,5,15.5,2.8,-4.06,Enrolled
12,9,1,22,0,1,1,0,0,41,5,5,7.6,2.6,0.32,Enrolled
1,15,1,13,1,0,1,0,1,18,6,6,16.2,0.3,-0.92,Graduate
1,12,1,13,0,1,1,0,0,18,8,8,9.4,-0.8,-3.12,Graduate
1,12,1,23,1,0,1,0,0,31,7,8,11.1,0.6,2.02,Graduate
1,10,1,1,0,1,1,0,0,23,6,6,12.7,3.7,-1.7,Graduate
1,12,1,22,1,0,1,0,0,19,6,6,7.6,2.6,0.32,Graduate
7,15,1,22,1,0,1,0,1,20,6,6,11.1,0.6,2.02,Graduate
12,3,0,22,0,0,1,0,0,40,9,7,12.7,3.7,-1.7,Graduate
1,11,1,22,1,0,1,0,0,24,2,1,10.8,1.4,1.74,Dropout
8,12,1,13,1,0,1,0,0,18,6,6,7.6,2.6,0.32,Graduate
1,10,1,22,0,0,1,0,0,18,6,6,10.8,1.4,1.74,Graduate
1,10,1,13,1,0,1,0,1,18,6,6,10.8,1.4,1.74,Graduate
1,9,1,23,0,0,1,0,0,18,5,5,7.6,2.6,0.32,Graduate
12,17,0,13,0,0,1,0,0,26,4,4,12.7,3.7,-1.7,Enrolled
1,16,1,13,1,0,1,0,0,19,6,6,7.6,2.6,0.32,Graduate
8,3,0,22,1,0,1,0,0,19,5,6,7.6,2.6,0.32,Graduate
1,9,1,1,1,0,1,0,0,24,2,1,12.7,3.7,-1.7,Enrolled
8,16,1,22,0,0,1,0,0,20,3,2,12.7,3.7,-1.7,Dropout
1,16,1,13,1,0,1,0,0,18,5,5,10.8,1.4,1.74,Enrolled
12,4,1,13,0,0,1,0,0,30,0,0,11.1,0.6,2.02,Dropout
1,16,1,13,1,1,0,0,0,22,6,6,11.1,0.6,2.02,Enrolled
4,9,1,22,0,0,1,0,0,21,9,10,10.8,1.4,1.74,Graduate
8,9,1,13,1,0,1,0,0,23,2,1,9.4,-0.8,-3.12,Enrolled
8,5,1,13,0,0,1,0,1,18,6,6,16.2,0.3,-0.92,Graduate
1,5,1,1,1,1,1,0,0,21,5,5,12.7,3.7,-1.7,Dropout
8,6,1,13,1,0,1,0,0,21,2,4,9.4,-0.8,-3.12,Enrolled
8,16,1,23,1,0,1,0,0,18,5,5,7.6,2.6,0.32,Enrolled
8,11,1,1,1,0,1,0,0,22,4,3,7.6,2.6,0.32,Enrolled
1,10,1,23,1,0,1,0,0,19,6,6,12.4,0.5,1.79,Graduate
1,6,1,23,1,0,0,0,0,19,0,0,9.4,-0.8,-3.12,Dropout
8,10,1,22,1,0,1,0,0,19,2,1,9.4,-0.8,-3.12,Dropout
15,6,1,22,0,0,1,0,0,27,3,5,9.4,-0.8,-3.12,Graduate
5,6,1,22,1,0,1,0,0,22,5,5,12.7,3.7,-1.7,Graduate
