Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target
1,1,5,12,1,1,1,22,27,10,10,1,0,0,1,0,0,19,0,0,7,7,6,12.666666666666666,0,0,7,7,6,12.666666666666666,0,7.6,2.6,0.32,Graduate
1,1,2,9,1,1,1,23,14,4,8,1,0,0,1,0,0,19,0,0,5,8,4,12.8,0,0,5,10,3,14.5,0,10.8,1.4,1.74,Enrolled
1,12,1,4,1,1,1,22,27,5,8,0,0,1,0,1,0,32,0,0,6,8,3,13.0,0,4,10,14,6,11.428571428571429,0,16.2,0.3,-0.92,Dropout
1,8,4,14,1,1,1,1,1,5,12,1,0,0,1,1,0,19,0,0,5,6,3,13.333333333333334,0,0,5,5,1,11.0,0,7.6,2.6,0.32,Dropout
1,1,1,15,1,1,1,23,28,10,10,1,0,0,1,0,0,18,0,0,6,6,6,15.5,0,0,6,6,6,14.0,0,11.1,0.6,2.02,Graduate
1,8,1,5,1,1,1,3,3,4,4,0,0,0,1,1,0,18,0,0,6,6,6,16.0,0,0,6,6,6,13.666666666666666,0,12.4,0.5,1.79,Graduate
1,8,1,15,1,1,1,1,28,12,9,1,0,0,0,1,0,21,0,0,6,10,2,12.0,0,0,6,0,0,0.0,0,10.8,1.4,1.74,Dropout
2,12,1,3,0,1,1,19,24,1,1,0,0,0,1,0,0,33,0,0,6,10,5,11.4,0,1,6,7,6,11.166666666666666,0,7.6,2.6,0.32,Graduate
1,8,3,16,1,1,1,19,24,1,1,1,0,0,1,0,0,21,0,0,6,8,5,11.8,0,0,6,8,4,10.5,0,7.6,2.6,0.32,Dropout
1,1,3,12,1,1,1,1,14,5,6,1,0,1,1,0,0,18,0,0,7,0,0,0.0,0,0,8,0,0,0.0,0,13.9,-0.3,0.79,Dropout
1,14,1,17,0,1,1,22,2,10,5,1,0,0,0,1,0,23,0,10,15,24,12,11.0,0,10,14,21,11,11.363636363636363,1,7.6,2.6,0.32,Dropout
1,8,1,11,1,1,1,1,1,5,9,1,0,0,0,1,0,22,0,0,1,1,0,0.0,0,0,6,0,0,0.0,0,12.4,0.5,1.79,Dropout
1,4,1,8,1,2,3,27,1,5,10,0,0,0,1,1,0,35,1,0,7,8,0,0.0,1,0,6,9,0,0.0,0,8.9,1.4,3.51,Dropout
1,1,1,15,1,1,1,23,27,10,7,0,0,0,1,1,1,19,0,0,6,8,5,14.0,0,0,6,8,6,13.0,0,10.8,1.4,1.74,Graduate
1,8,2,15,1,1,1,3,14,3,4,1,0,0,1,1,0,19,0,0,6,7,6,14.428571428571429,0,0,6,7,6,14.571428571428571,0,13.9,-0.3,0.79,Graduate
1,12,1,17,0,1,1,22,27,10,10,0,0,0,0,1,0,36,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,12.7,3.7,-1.7,Dropout
1,1,1,14,1,1,1,13,27,10,10,0,0,0,1,1,0,18,0,0,6,7,4,12.6,0,0,6,6,4,13.0,0,12.4,0.5,1.79,Dropout
1,12,1,11,1,12,1,22,27,12,12,0,0,0,1,1,0,48,0,0,6,13,3,10.0,0,0,6,15,1,10.0,0,7.6,2.6,0.32,Dropout
4,12,1,3,0,1,1,23,27,6,8,0,0,0,1,0,0,45,0,0,6,13,4,12.5,0,0,6,8,3,11.666666666666666,0,16.2,0.3,-0.92,Dropout
1,8,5,15,1,1,1,1,14,10,6,1,0,0,1,1,0,19,0,0,6,6,6,13.166666666666666,0,0,6,8,6,12.428571428571429,0,16.2,0.3,-0.92,Graduate
1,9,6,12,1,1,1,22,27,10,8,0,0,0,1,0,1,20,0,0,8,8,7,12.791428571428572,1,0,8,8,7,12.791428571428572,1,10.8,1.4,1.74,Graduate
1,9,2,10,1,1,1,13,1,5,4,1,0,0,1,0,1,19,0,0,6,8,4,10.75,0,0,6,11,5,11.5,0,15.5,2.8,-4.06,Graduate
1,12,1,10,1,12,1,22,27,10,10,0,1,1,1,0,0,40,0,0,6,13,2,10.0,0,0,6,10,1,15.0,0,16.2,0.3,-0.92,Dropout
1,1,6,12,1,1,1,4,14,3,4,1,0,0,1,1,0,18,0,0,7,0,0,0.0,0,0,8,0,0,0.0,0,16.2,0.3,-0.92,Dropout
1,8,1,6,1,1,1,13,27,2,4,0,0,0,1,0,0,21,0,0,5,10,0,0.0,1,0,5,9,2,13.5,0,7.6,2.6,0.32,Dropout
1,12,1,3,0,1,1,23,27,10,8,0,0,0,1,1,1,37,0,1,7,9,6,11.857142857142858,0,1,6,7,5,12.0,0,13.9,-0.3,0.79,Graduate
1,4,1,7,1,3,1,22,27,10,10,0,0,0,0,1,0,33,0,0,5,6,0,0.0,0,0,5,5,0,0.0,0,12.7,3.7,-1.7,Dropout
1,1,1,2,1,1,1,13,1,10,10,1,0,0,1,1,0,20,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,10.8,1.4,1.74,Enrolled
1,1,1,8,1,1,1,3,3,3,3,0,0,0,1,1,0,20,0,0,5,7,4,11.75,0,0,5,5,5,13.4,0,7.6,2.6,0.32,Graduate
1,1,1,15,1,1,1,22,28,8,8,0,0,0,1,0,1,18,0,0,6,6,6,12.166666666666666,0,0,6,7,6,12.142857142857142,0,15.5,2.8,-4.06,Graduate
1,12,1,4,1,1,1,1,28,6,7,0,0,0,1,1,0,26,0,0,6,9,0,0.0,0,0,6,6,0,0.0,0,13.9,-0.3,0.79,Dropout
1,12,1,17,0,1,1,22,27,10,10,1,0,0,1,1,0,30,0,0,5,7,5,11.0,0,0,5,5,5,11.6,0,7.6,2.6,0.32,Graduate
1,1,1,2,1,1,1,22,14,10,9,0,0,0,1,1,1,20,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,13.9,-0.3,0.79,Enrolled
1,1,1,10,1,1,1,1,14,10,10,0,0,1,1,0,1,19,0,0,6,11,3,11.0,0,0,6,9,4,11.25,0,10.8,1.4,1.74,Graduate
1,9,1,15,1,1,1,1,1,4,4,0,0,0,1,0,1,18,0,0,6,6,6,12.666666666666666,0,0,6,6,6,11.833333333333334,0,12.7,3.7,-1.7,Dropout
1,12,2,13,1,1,1,1,1,10,11,0,0,0,1,1,0,24,0,0,7,18,0,0.0,0,0,7,13,0,0.0,1,11.1,0.6,2.02,Dropout
1,8,2,9,1,1,1,13,1,10,4,1,0,1,1,0,0,20,0,0,5,10,2,11.5,0,0,5,8,3,10.0,0,11.1,0.6,2.02,Enrolled
1,12,1,7,1,1,1,1,28,5,8,0,0,0,0,1,0,25,0,0,5,8,0,0.0,0,0,5,5,0,0.0,0,9.4,-0.8,-3.12,Dropout
1,8,1,12,1,1,1,23,28,8,11,1,0,0,1,0,0,18,0,0,8,8,8,14.935,0,0,8,8,8,14.935,0,9.4,-0.8,-3.12,Graduate
1,8,4,11,1,1,1,23,28,6,6,1,0,0,1,0,0,20,0,0,6,6,6,11.0,0,0,6,8,4,12.75,0,9.4,-0.8,-3.12,Graduate
1,1,1,2,1,1,1,1,10,5,5,1,0,0,1,1,1,20,0,8,14,15,12,10.923076923076923,0,7,13,14,11,12.181818181818182,0,11.1,0.6,2.02,Graduate
1,1,3,12,1,1,1,13,27,10,10,1,0,0,1,0,1,19,0,0,8,8,7,14.232857142857142,0,0,8,8,7,14.232857142857142,0,10.8,1.4,1.74,Graduate
1,1,6,12,1,1,1,22,14,10,8,1,0,0,1,0,0,19,0,0,8,10,6,13.78,1,0,8,10,6,13.78,1,9.4,-0.8,-3.12,Dropout
1,1,4,15,1,1,1,3,14,3,4,1,1,0,1,0,0,18,0,0,6,10,6,12.571428571428571,0,0,6,11,6,12.571428571428571,0,10.8,1.4,1.74,Enrolled
1,4,1,6,1,3,1,13,15,5,12,1,0,0,1,0,0,32,0,0,5,8,1,14.0,2,0,5,12,0,0.0,4,10.8,1.4,1.74,Dropout
1,1,4,12,1,1,1,23,1,6,7,1,0,0,1,0,0,18,0,0,7,9,7,14.711111111111112,0,0,8,9,8,14.627777777777778,0,15.5,2.8,-4.06,Graduate
1,1,1,5,1,1,1,1,1,10,10,1,0,0,1,0,1,20,0,0,6,6,6,13.833333333333334,0,0,6,6,6,13.5,0,16.2,0.3,-0.92,Graduate
1,8,4,12,1,1,1,3,3,3,3,1,0,0,1,0,0,19,0,0,7,8,7,13.198571428571428,0,0,8,8,8,13.0625,0,11.1,0.6,2.02,Graduate
1,8,1,5,1,1,1,13,14,8,8,0,0,0,1,1,0,18,0,0,6,7,6,12.333333333333334,0,0,6,10,5,10.8,4,16.2,0.3,-0.92,Enrolled
2,12,1,3,0,9,1,22,27,10,2,0,0,0,1,0,0,46,0,0,6,13,3,12.333333333333334,0,0,6,6,6,13.333333333333334,0,11.1,0.6,2.02,Graduate
1,1,2,5,1,1,1,13,28,10,10,1,0,0,1,0,1,20,0,1,6,9,5,13.4,1,0,6,9,6,12.375,0,13.9,-0.3,0.79,Graduate
1,8,3,10,1,1,1,3,3,3,3,1,0,0,1,0,0,19,0,0,6,10,6,12.0,0,0,6,12,4,11.0,0,12.7,3.7,-1.7,Graduate
1,14,1,2,1,1,1,13,28,10,10,0,0,0,1,0,1,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,13.9,-0.3,0.79,Dropout
1,8,3,16,1,1,1,22,27,6,10,1,1,0,1,0,1,19,0,0,6,6,6,13.5,0,0,6,8,5,12.8,0,12.7,3.7,-1.7,Dropout
1,4,1,12,1,3,1,3,14,3,7,0,0,0,1,1,0,27,0,0,7,0,0,0.0,0,0,8,0,0,0.0,0,12.4,0.5,1.79,Dropout
1,9,1,6,1,1,1,22,27,10,10,1,0,0,1,0,1,21,0,0,6,7,6,13.5,0,0,6,6,3,15.333333333333334,0,8.9,1.4,3.51,Dropout
1,1,4,2,1,1,1,1,1,10,6,1,0,0,0,0,0,19,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,Dropout
1,14,2,10,1,1,1,13,14,5,6,1,0,0,1,0,0,24,0,6,10,16,10,12.5,0,2,7,9,4,12.6,0,16.2,0.3,-0.92,Graduate
1,16,1,6,1,15,1,3,3,5,3,0,0,0,1,0,0,28,0,0,6,8,6,14.428571428571429,0,0,6,12,4,15.6,0,11.1,0.6,2.02,Enrolled
1,16,1,10,1,14,1,23,28,6,8,1,0,0,1,0,1,20,0,6,11,11,11,12.818181818181818,0,6,11,11,11,13.545454545454543,0,12.4,0.5,1.79,Graduate
2,12,1,17,0,1,1,22,27,10,10,0,0,0,1,0,0,27,0,0,5,5,2,10.5,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Dropout
1,8,5,12,1,1,1,1,1,6,6,1,0,0,1,0,1,18,0,0,7,7,7,13.857142857142858,0,0,8,8,8,14.9,0,13.9,-0.3,0.79,Graduate
1,8,5,12,1,1,1,13,14,10,8,1,0,0,1,0,1,18,0,0,7,8,7,13.56875,0,0,8,8,8,14.02625,0,15.5,2.8,-4.06,Graduate
1,12,1,10,1,1,1,23,1,10,4,0,0,1,1,1,0,28,0,2,8,15,7,11.0,0,0,6,17,1,10.0,0,10.8,1.4,1.74,Enrolled
1,14,1,12,1,1,1,1,1,8,5,1,0,0,1,1,0,22,0,0,8,9,8,12.55375,1,0,8,9,8,12.55375,1,9.4,-0.8,-3.12,Graduate
1,1,1,12,1,1,1,1,1,5,5,0,0,0,1,0,0,19,0,0,7,10,6,11.614285714285714,0,0,8,8,8,14.0375,0,13.9,-0.3,0.79,Graduate
1,14,1,12,1,1,1,22,27,10,8,1,0,0,1,0,1,18,0,0,7,8,5,12.86,0,0,7,8,5,12.86,0,7.6,2.6,0.32,Enrolled
1,12,1,17,0,1,1,22,27,7,7,0,0,1,1,0,0,36,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,12.7,3.7,-1.7,Dropout
2,12,1,17,0,1,1,22,27,10,10,0,0,0,1,1,0,29,0,0,5,5,5,15.2,0,0,5,5,5,15.2,0,11.1,0.6,2.02,Graduate
1,15,1,6,1,14,1,3,3,3,3,1,0,0,1,0,0,19,0,0,6,10,6,13.0,0,0,6,19,5,13.0,0,12.4,0.5,1.79,Graduate
6,12,1,12,1,1,1,22,27,10,10,0,0,0,1,0,0,36,0,0,7,12,4,11.5,0,0,7,14,3,12.333333333333334,0,16.2,0.3,-0.92,Dropout
1,12,1,14,1,1,1,19,24,1,1,1,0,0,0,1,0,28,0,0,5,7,3,11.666666666666666,0,0,5,8,2,11.5,1,7.6,2.6,0.32,Dropout
1,15,1,4,1,14,1,1,27,7,7,1,0,0,1,1,0,20,0,0,6,14,5,11.714285714285714,0,0,6,15,5,12.0,0,16.2,0.3,-0.92,Graduate
2,12,1,9,1,1,1,22,27,10,11,0,0,0,1,0,0,41,0,0,5,14,4,14.5,1,0,5,12,5,13.0,0,9.4,-0.8,-3.12,Enrolled
1,12,1,7,1,3,1,1,28,12,12,0,0,0,1,1,0,29,0,0,3,3,0,0.0,3,0,5,0,0,0.0,0,10.8,1.4,1.74,Dropout
1,14,1,17,0,1,1,22,14,10,5,0,0,0,1,1,0,40,0,1,5,6,4,10.25,0,3,8,18,5,11.2,5,15.5,2.8,-4.06,Dropout
1,8,4,12,1,1,1,13,27,5,9,1,0,0,1,0,0,19,0,0,7,7,6,11.966666666666669,0,0,7,7,6,11.966666666666669,0,7.6,2.6,0.32,Graduate
1,1,1,14,1,1,1,23,28,10,10,1,0,0,1,1,1,18,0,0,6,6,6,13.0,0,0,6,6,6,13.0,0,13.9,-0.3,0.79,Dropout
1,12,1,11,1,1,1,22,27,5,7,0,0,0,1,0,0,33,0,5,10,14,9,12.416666666666666,0,5,9,14,7,13.0,0,10.8,1.4,1.74,Graduate
1,8,1,17,0,15,1,22,27,7,7,0,0,0,1,0,0,29,0,0,5,10,5,13.571428571428571,0,0,5,14,5,12.333333333333334,3,16.2,0.3,-0.92,Graduate
1,8,1,10,1,1,1,13,27,10,8,1,0,0,1,0,1,20,0,0,6,13,2,10.0,0,0,6,12,4,10.75,0,7.6,2.6,0.32,Enrolled
1,1,1,14,1,1,1,13,27,6,8,0,0,0,1,1,0,21,0,0,5,7,4,11.5,0,0,5,6,4,11.75,0,9.4,-0.8,-3.12,Graduate
2,12,1,15,1,1,1,22,27,10,10,0,0,0,1,1,0,47,0,0,6,8,5,11.4,0,0,6,10,6,11.666666666666666,0,12.7,3.7,-1.7,Dropout
4,12,1,12,1,12,1,22,28,6,6,0,0,1,0,1,0,47,0,0,7,7,0,0.0,7,0,8,8,0,0.0,8,15.5,2.8,-4.06,Dropout
1,1,1,15,1,1,1,1,14,6,11,1,0,0,1,0,0,18,0,0,6,6,6,12.833333333333334,0,0,6,6,6,13.333333333333334,0,9.4,-0.8,-3.12,Graduate
1,13,1,5,1,1,1,3,2,4,2,0,0,0,1,1,0,20,0,6,7,13,7,12.375,0,4,7,8,4,11.25,0,13.9,-0.3,0.79,Dropout
1,1,3,15,1,1,9,22,27,10,10,0,0,1,0,0,1,20,1,0,6,6,6,12.5,0,0,6,7,5,11.8,0,10.8,1.4,1.74,Graduate
1,1,2,2,1,1,1,1,3,4,4,1,0,0,1,0,0,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,12.4,0.5,1.79,Enrolled
1,4,1,17,0,15,1,1,27,5,2,0,0,0,1,0,0,26,0,8,9,11,9,12.333333333333334,0,4,7,7,7,12.571428571428571,0,12.4,0.5,1.79,Graduate
2,12,1,3,0,1,1,19,24,13,13,0,0,0,0,0,0,32,0,0,5,5,0,0.0,0,0,5,10,0,0.0,0,10.8,1.4,1.74,Dropout
1,1,1,2,1,1,1,3,3,3,3,1,0,0,1,0,0,21,0,6,12,12,12,15.333333333333334,0,4,11,15,11,15.0,0,8.9,1.4,3.51,Graduate
1,1,4,2,1,1,1,13,14,5,5,1,1,0,1,0,0,22,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,16.2,0.3,-0.92,Graduate
1,1,3,12,1,1,1,1,1,5,5,1,0,0,1,1,0,18,0,0,8,8,7,13.1,0,0,8,8,7,13.1,0,12.7,3.7,-1.7,Graduate
1,1,1,6,1,1,1,3,3,3,3,0,0,0,1,0,0,18,0,0,5,5,5,12.6,0,0,5,7,5,11.6,0,7.6,2.6,0.32,Graduate
2,12,1,17,0,1,1,21,12,10,11,1,0,0,1,1,0,41,0,0,5,9,4,10.75,0,0,5,7,2,10.0,0,9.4,-0.8,-3.12,Dropout
1,13,1,15,1,6,1,19,24,1,1,1,0,0,1,0,0,34,0,8,10,11,10,12.2,0,5,10,12,9,12.333333333333334,0,7.6,2.6,0.32,Graduate
1,15,1,8,1,14,1,22,27,10,4,1,0,0,1,1,0,21,0,1,6,8,6,12.5,0,0,6,11,3,13.333333333333334,0,13.9,-0.3,0.79,Dropout
1,1,4,10,1,1,1,1,14,5,6,1,0,0,1,0,0,19,0,0,6,6,6,13.0,0,0,6,8,5,13.4,0,8.9,1.4,3.51,Graduate
1,4,1,4,1,4,1,1,1,5,7,0,0,0,1,1,0,28,0,0,6,14,6,14.875,0,0,6,12,6,15.8,0,16.2,0.3,-0.92,Graduate
1,9,2,9,1,1,1,1,27,6,6,1,0,0,1,0,0,21,0,0,5,8,3,12.0,1,0,5,9,3,12.666666666666666,0,9.4,-0.8,-3.12,Enrolled
1,1,1,15,1,1,1,23,28,7,4,0,0,0,1,1,1,18,0,0,6,12,4,11.5,0,0,6,10,5,12.6,0,10.8,1.4,1.74,Graduate
1,1,6,12,1,1,1,1,1,5,5,1,0,0,1,1,1,20,0,0,7,14,1,13.0,0,0,7,15,0,0.0,0,11.1,0.6,2.02,Dropout
1,1,2,14,1,1,1,1,1,10,10,1,0,0,1,1,1,18,0,0,5,6,4,12.25,0,0,5,5,5,12.2,0,9.4,-0.8,-3.12,Dropout
1,1,1,9,1,1,1,22,1,10,11,0,0,0,1,0,0,21,0,0,5,12,3,12.0,0,0,5,12,1,15.0,3,16.2,0.3,-0.92,Dropout
1,1,1,10,1,1,1,1,14,5,4,1,0,0,1,1,0,22,0,0,6,6,6,12.666666666666666,0,0,6,6,6,13.833333333333334,0,10.8,1.4,1.74,Dropout
2,12,1,13,1,1,1,22,27,10,7,0,0,0,1,0,0,31,0,0,7,21,5,10.9,3,0,8,21,3,11.7,1,12.7,3.7,-1.7,Dropout
2,12,1,4,1,1,1,3,3,3,3,0,0,1,0,0,0,34,0,1,6,10,6,14.333333333333334,0,0,6,9,6,12.833333333333334,0,11.1,0.6,2.02,Enrolled
4,12,1,6,1,1,1,19,24,1,1,0,0,0,1,0,0,25,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Dropout
1,8,3,12,1,1,1,23,1,10,6,1,0,0,1,0,0,18,0,0,7,7,6,13.033333333333331,0,0,7,7,6,13.033333333333331,0,7.6,2.6,0.32,Graduate
1,8,6,13,1,1,1,13,2,6,4,1,0,0,1,0,0,20,0,0,7,7,7,13.785714285714286,0,0,8,8,8,14.1,0,12.4,0.5,1.79,Graduate
1,8,4,9,1,1,1,1,1,5,6,1,0,0,1,0,0,19,0,0,5,6,5,12.4,0,0,5,5,5,12.8,0,7.6,2.6,0.32,Graduate
1,1,1,12,1,1,1,1,1,6,4,0,0,0,1,1,1,18,0,0,7,7,7,15.957142857142856,0,0,8,9,8,15.188888888888888,0,16.2,0.3,-0.92,Graduate
1,1,4,12,1,1,1,3,3,3,3,1,0,1,0,0,0,19,0,0,7,10,4,11.96,0,0,7,7,0,0.0,0,13.9,-0.3,0.79,Dropout
1,15,1,8,1,14,1,3,1,3,5,1,0,0,1,0,0,20,0,0,6,6,0,0.0,0,0,6,6,0,0.0,0,12.4,0.5,1.79,Dropout
1,12,1,12,1,1,1,13,14,6,7,0,0,1,1,0,0,28,0,0,7,12,4,13.375,0,0,7,7,5,13.5,0,13.9,-0.3,0.79,Enrolled
1,8,1,8,1,1,1,4,1,3,11,1,0,0,1,0,0,19,0,0,6,8,6,13.0,0,0,6,9,4,12.8,0,13.9,-0.3,0.79,Graduate
1,8,5,9,1,1,1,13,28,4,11,1,0,0,1,0,0,19,0,0,5,8,5,12.6,0,0,5,9,4,11.6,0,8.9,1.4,3.51,Graduate
2,12,1,14,1,1,1,22,14,10,5,0,0,0,1,0,1,43,0,0,6,8,5,11.0,0,0,6,9,5,13.0,0,12.4,0.5,1.79,Graduate
2,12,1,6,1,1,1,22,27,12,12,0,0,0,1,1,0,33,0,0,5,7,4,13.5,0,0,5,6,5,11.6,0,7.6,2.6,0.32,Graduate
1,12,1,9,1,1,1,10,3,5,4,1,0,0,1,0,0,24,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Dropout
1,8,4,5,1,1,1,23,1,10,10,1,0,0,1,1,0,19,0,0,6,6,6,13.833333333333334,0,0,6,8,6,13.125,0,10.8,1.4,1.74,Graduate
1,14,1,9,1,1,1,22,27,7,7,0,0,0,1,0,0,55,0,0,5,10,1,10.0,0,0,5,8,2,12.0,2,16.2,0.3,-0.92,Dropout
2,12,1,8,1,1,1,22,27,10,7,0,0,0,1,1,0,31,0,1,6,11,2,12.0,1,1,6,12,1,10.0,1,16.2,0.3,-0.92,Dropout
1,12,1,10,1,1,1,23,14,10,10,1,0,0,1,0,0,24,0,0,6,9,4,15.75,0,0,6,10,5,16.4,0,9.4,-0.8,-3.12,Enrolled
2,12,2,13,1,9,1,19,24,13,13,0,0,0,1,0,0,39,0,0,3,7,1,14.0,0,0,2,4,0,0.0,0,11.1,0.6,2.02,Dropout
1,15,1,8,1,14,1,4,4,3,11,1,0,0,1,1,0,20,0,1,5,8,2,11.5,0,1,5,13,2,11.5,0,12.7,3.7,-1.7,Dropout
1,8,5,11,1,1,1,22,28,10,10,1,0,1,1,1,1,20,0,0,6,7,0,0.0,0,0,6,6,0,0.0,0,8.9,1.4,3.51,Dropout
1,14,1,14,1,1,1,23,1,9,11,1,0,0,1,1,0,18,0,0,6,16,5,13.8,0,0,6,7,5,12.4,0,13.9,-0.3,0.79,Enrolled
1,8,4,9,1,1,1,13,14,6,6,1,0,0,1,0,0,19,0,0,5,7,5,13.6,0,0,5,6,5,12.2,0,8.9,1.4,3.51,Graduate
1,8,1,11,1,1,1,13,28,10,10,0,0,0,1,0,0,19,0,0,5,5,0,0.0,0,0,6,0,0,0.0,0,8.9,1.4,3.51,Dropout
1,12,1,17,0,1,1,3,5,3,3,0,0,1,1,1,0,29,0,1,5,9,3,11.0,0,0,5,11,2,13.5,0,12.7,3.7,-1.7,Dropout
2,12,1,17,0,1,1,22,27,10,11,0,0,0,1,0,0,34,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,9.4,-0.8,-3.12,Enrolled
